,Date.of.Finan..cial.Period.Before.Offer,Issue.Date,Issuer,Business.Description,Nation,Ticker.Symbol,Principal.Amount....mil.,Proceeds,Offer.Price,Type.of.Security,IPO.Flag..Y.N.,Notable.VC,Investment.Bank..Lead.Left.,Additional.Lead.Underwriters,Total.VC.Funding.Raised,Age.of.Firm,Total.Revenues.in.Previous.Year,Total.Revenues.Last.Reported,Selling.and.Marketing,Total.Operating.Expenses,Net.Income,Net.Income.Margin,Long.Term.Debt,Total.Assets,Long.Term.Debt.to.Total.Asset.Ratio,market_performance,VIX_before,OneDayChange,FirstDayClose
94,9/30/17,2/9/18,Cardlytics Inc,Provide marketing services,United States,CDLX,70.20,70.20,13.00,Common Shares,Yes,"TTV Capital LLC
Discovery Capital Corp
Discovery Capital Corp
Polaris Growth Management LLC
Polaris Growth Management LLC
TTV Capital LLC
Canaan Partners
Polaris Growth Management LLC
Canaan Partners
TTV Capital LLC
Canaan Partners
Kinetic Ventures LLC
ITC Holdings Corp
Polaris Growth Management LLC
TTV Capital LLC
Polaris Growth Management LLC
Kinetic Ventures LLC
ITC Holdings Corp
Undisclosed Firm
Canaan Partners
Canaan Partners
Undisclosed Firm
Polaris Growth Management LLC
Canaan Partners
Polaris Growth Management LLC
Undisclosed Firm
Undisclosed Firm
Polaris Growth Management LLC
Undisclosed Firm",Bank of America,1,181013.40,NA,77.634,112.821,31.261,169.053,-75.696,-0.670938921,55.513,93.40,59.44%,-0.046038214,29.059999,0.028461538,13.37
95,1/31/18,3/15/18,Zscaler Inc,Develop prepackaged software,United States,ZS,192.00,192.00,16.00,Common Shares,Yes,"CapitalG Management Company LLC
Tarrant Capital IP LLC
EMC Ventures
Lightspeed Management Company LLC
Lightspeed Management Company LLC
Undisclosed Firm",Morgan Stanley,1,148000.00,NA,80.325,125.717,79.236,133.318,-35.46,-0.282062092,0,188.17,0.00%,0.033834586,16.59,1.0625,33
96,12/31/17,3/22/18,Dropbox Inc,Pvd information retrieval svcs,United States,DBX,756.00,756.00,21.00,Common Shares,Yes,"Sequoia Capital Operations LLC
RIT Capital Partners PLC
Greylock Partners LLC
Benchmark Capital
Accel Partners & Co Inc
Sequoia Capital Operations LLC
Greylock Partners LLC
Accel Partners & Co Inc
Index Ventures SA
Goldman Sachs & Co LLC
Sequoia Capital Operations LLC
Institutional Venture Partners
RIT Capital Partners PLC
Sequoia Capital Operations LLC
Benchmark Capital
Accel Partners & Co Inc
Undisclosed Firm
Institutional Venture Partners
Goldman Sachs & Co LLC
Index Ventures SA",Goldman Sachs,4,582250.00,NA,844.8,1106.8,314,851.6,-111.7,-0.100921576,0,1019.90,0.00%,-0.028481876,23.34,0.356190476,28.48
97,1/31/18,4/11/18,Zuora Inc,Pvd relationship business mgmt solutions,United States,ZUO,154.00,154.00,14.00,Class A Shares,Yes,"Lehman Brothers Venture Partners LP
Redpoint Ventures
Shasta Ventures LP
Index Ventures SA
Benchmark Capital
Undisclosed Firm
Greylock Partners LLC
Benchmark Capital
Northgate Capital LLC
Undisclosed Firm
Greylock Partners LLC
Redpoint Ventures
Index Ventures SA
Vulcan Capital
NextWorld Capital LLC
Shasta Ventures LP
Undisclosed Firm
BlackRock Inc
Undisclosed Firm
Passport Capital LLC
Benchmark Capital
Shasta Ventures LP
Benchmark Capital
Lehman Brothers Venture Partners LP
Undisclosed Firm
Redpoint Ventures
Benchmark Capital
Greylock Partners LLC
Index Ventures SA
Shasta Ventures LP
Lehman Brothers Venture Partners LP
NextWorld Capital LLC
Vulcan Capital
Undisclosed Firm
Redpoint Ventures
Benchmark Capital
Shasta Ventures LP
Redpoint Ventures
Undisclosed Firm
Lehman Brothers Venture Partners LP
Redpoint Ventures
Vulcan Capital
Index Ventures SA
Benchmark Capital
Undisclosed Firm
BlackRock Inc
Passport Capital LLC
Undisclosed Firm
Undisclosed Firm
Greylock Partners LLC
Shasta Ventures LP
NextWorld Capital LLC",Goldman Sachs,3,242525.00,NA,113.008,167.926,73.087,134.298,-47.155,-0.280808213,14.969,155.37,9.63%,-0.052994326,20.24,0.428571429,20
98,3/31/18,4/25/18,nLIGHT Inc,Semiconductor and Related Device Manufacturing,United States,LASR,96.00,96.00,16.00,Common Shares,Yes,"Undisclosed Firm
Oak Investment Partners
Oak Investment Partners
Undisclosed Firm
Menlo Ventures
Undisclosed Firm
Mohr Davidow Ventures
Menlo Ventures
Oak Investment Partners
Samsung Corp
Oak Investment Partners
Menlo Ventures
Adams Capital Management, Inc.
Mohr Davidow Ventures
Mohr Davidow Ventures
Menlo Ventures
Mohr Davidow Ventures
Oak Investment Partners
Oak Investment Partners
Oak Investment Partners
Oak Investment Partners
Mohr Davidow Ventures
Oak Investment Partners
Undisclosed Firm
Mohr Davidow Ventures
Cedar Grove Investments LLC
Smac Partners GmbH
Undisclosed Firm
Mohr Davidow Ventures
Oak Investment Partners
Menlo Ventures
Adams Capital Management, Inc.
Oak Investment Partners
Undisclosed Firm
Menlo Ventures
Mohr Davidow Ventures
Menlo Ventures
Mohr Davidow Ventures
Oak Investment Partners
Adams Capital Management, Inc.
Oak Investment Partners
Oak Investment Partners
Undisclosed Firm
Menlo Ventures
Undisclosed Firm
Mohr Davidow Ventures
Oak Investment Partners
Menlo Ventures
Undisclosed Firm
Cedar Grove Investments LLC
Adams Capital Management, Inc.
Mohr Davidow Ventures
Oak Investment Partners
Menlo Ventures
Oak Investment Partners",Stifel,1,180205.10,NA,101.325,138.58,NA,34.476,1.837,0.013255881,15.108,116.20,13.00%,-0.005582513,17.84,0.684375063,26.950001
99,1/31/18,4/26/18,DocuSign Inc,Develop Internet software,United States,DOCU,629.30,629.30,29.00,Common Shares,Yes,"Kleiner Perkins
Kleiner Perkins
Sigma Partners
Sigma Partners
Sapphire Ventures LLC
GV Management Co LLC
Accel Partners & Co Inc
Undisclosed Firm
Comcast Ventures
Undisclosed Firm
Undisclosed Firm
Telstra Corporation Ltd
NTT Finance Corp
Scale Venture Partners
Accel Partners & Co Inc
Sigma Partners
Comcast Ventures
GV Management Co LLC
Undisclosed Firm
Undisclosed Firm
Sapphire Ventures LLC
Frazier Management LLC
Ignition Ventures Management LLC
Kleiner Perkins
Undisclosed Firm
Dell Ventures LP
Intel Capital Corp
Sigma Partners
Sigma Partners
Sigma Partners
Sigma Partners
BBVA Ventures
Scale Venture Partners
Scale Venture Partners
Undisclosed Firm
Brookside International
Ignition Ventures Management LLC
Undisclosed Firm
Undisclosed Firm
Sands Capital Management LLC
Bain Capital Venture Partners LLC
Ignition Ventures Management LLC
Sigma Partners
Undisclosed Firm
Frazier Management LLC
Mitsui & Co Global Investment Ltd
Samsung Venture Investment Corp
Bessemer Venture Partners
Second Century Ventures LLC
Bessemer Venture Partners
Ignition Ventures Management LLC
Ignition Ventures Management LLC
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Ignition Ventures Management LLC
WestRiver Capital
Second Century Ventures LLC
Second Century Ventures LLC
Recruit Holdings Co Ltd
Frazier Management LLC
Frazier Management LLC
Frazier Management LLC
EDB Investments Pte Ltd
Ignition Ventures Management LLC
Ignition Ventures Management LLC
Ignition Ventures Management LLC
Ignition Ventures Management LLC
Ignition Ventures Management LLC
Frazier Management LLC
Frazier Management LLC
Frazier Management LLC
Undisclosed Firm
Kleiner Perkins
Wellington Management Company LLP
Generation Investment Management LLP
Undisclosed Firm
Bain Capital Venture Partners LLC
Bain Capital Venture Partners LLC
Undisclosed Firm
Sapphire Ventures LLC
Accel Partners & Co Inc
Ignition Ventures Management LLC
Undisclosed Firm
Kleiner Perkins
Comcast Ventures",Morgan Stanley,1,548817.60,NA,229.127,381.549,240.787,394.799,-115.412,-0.302482774,0,620.00,0.00%,0.021910943,16.24,0.37,39.73
100,3/31/18,5/3/18,Carbon Black Inc,Software Publishers,United States,CBLK,152.00,152.00,19.00,Common Shares,Yes,"Kleiner Perkins
Kleiner Perkins
Kleiner Perkins
406 Ventures LLC
406 Ventures LLC
Undisclosed Firm
Atlas Venture Advisors Inc
Highland Capital Partners LLC
Highland Capital Partners LLC
Highland Capital Partners LLC
Blackstone Group Inc
Highland Capital Partners LLC
Undisclosed Firm
Highland Capital Partners LLC
406 Ventures LLC
406 Ventures LLC
Top Tier Capital Partners LLC
Sequoia Capital Operations LLC
Atlas Venture Advisors Inc
Atlas Venture Advisors Inc
Atlas Venture Advisors Inc
Kleiner Perkins
Highland Capital Partners LLC
Kleiner Perkins
Accomplice LLC
Blackstone Group Inc
Founders Circle Capital
Kleiner Perkins
406 Ventures LLC
Evolution Equity Partners GmbH
Sequoia Capital Operations LLC
Kleiner Perkins
Undisclosed Firm
Sequoia Capital Operations LLC
Kleiner Perkins
406 Ventures LLC
Highland Capital Partners LLC
Blackstone Group Inc
Highland Capital Partners LLC
Sequoia Capital Operations LLC
Atlas Venture Advisors Inc
406 Ventures LLC
Kleiner Perkins
Atlas Venture Advisors Inc
Atlas Venture Advisors Inc
Atlas Venture Advisors Inc",Morgan Stanley,1,189716.10,NA,116.239,162.014,107.19,181.574,-55.827,-0.344581332,0,260.61,0.00%,0.007094398,15.9,0.26,23.94
101,3/31/18,6/14/18,Avalara Inc,Dvlp sales tax calculation software,United States,AVLR,180.00,180.00,24.00,Common Shares,Yes,"Warburg Pincus LLC
Benaroya Co
Benaroya Co
Battery Ventures LP
Sageview Capital LP
Benaroya Co
Undisclosed Firm
Undisclosed Firm
Battery Ventures LP
Benaroya Co
Benaroya Co
Benaroya Co
Benaroya Co
Warburg Pincus LLC
Benaroya Co
Benaroya Co
Benaroya Co
Benaroya Co
Benaroya Co
Battery Ventures LP
Sageview Capital LP
Warburg Pincus LLC
Arthur Ventures LLC
Warburg Pincus LLC
Undisclosed Firm
Technology Crossover Ventures LP
Warburg Pincus LLC
Pioneer Venture Partners LLC
Battery Ventures LP
Sageview Capital LP
Technology Crossover Ventures LP
Warburg Pincus LLC
Undisclosed Firm
Battery Ventures LP
Battery Ventures LP
Battery Ventures LP
Undisclosed Firm
Sageview Capital LP
Sageview Capital LP
Undisclosed Firm
Arthur Ventures LLC
Pioneer Venture Partners LLC
Pioneer Venture Partners LLC
Pioneer Venture Partners LLC
Pioneer Venture Partners LLC
Pioneer Venture Partners LLC
Battery Ventures LP
Benaroya Co
BIP Wealth LLC
Warburg Pincus LLC
Warburg Pincus LLC",Goldman Sachs,2,397805.00,NA,167.426,213.159,133.794,218.514,-64.216,-0.301258685,38.84,208.87,18.60%,0.028144614,12.12,0.872499958,44.939999
102,3/31/18,8/1/18,Sonos Inc,Dvlp digital music software,United States,SONO,208.33,208.30,15.00,Common Shares,Yes,"e.ventures
e.ventures
Redpoint Ventures
Undisclosed Firm
KKR & Co Inc
KKR & Co Inc
KKR & Co Inc
Redpoint Ventures
Greenspring Associates Inc
Index Ventures SA
Index Ventures SA
Elevation Partners LP
Elevation Partners LP
Index Ventures SA
IGSB Investment",Morgan Stanley,2,244799.90,NA,901.284,992.526,270.162,471.674,-38.214,-0.038501762,39.657,350.70,11.31%,0.033105277,13.15,0.327333333,19.91
103,6/30/18,9/19/18,Eventbrite Inc,Develop Internet software,United States,EB,230.00,230.00,23.00,Class A Shares,Yes,"Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Global Founders Capital Management GmbH
Tiger Global Management LLC
Tiger Global Management LLC
Tiger Global Management LLC
T. Rowe Price Threshold Partnerships
T. Rowe Price Threshold Partnerships
Tiger Global Management LLC
Tiger Global Management LLC
Duff Ackerman & Goodrich LLC
Lehman Brothers Venture Partners LP
Sequoia Capital Operations LLC
T. Rowe Price Threshold Partnerships
Sequoia Capital Operations LLC
Duff Ackerman & Goodrich LLC
Lehman Brothers Venture Partners LP
Sequoia Capital Operations LLC
Tiger Global Management LLC
Undisclosed Firm
T. Rowe Price Threshold Partnerships
T. Rowe Price Threshold Partnerships
Undisclosed Firm
Sequoia Capital Operations LLC
Tiger Global Management LLC
Undisclosed Firm",Goldman Sachs,3,356514.10,NA,133.499,201.597,55.17,153.337,-38.547,-0.191208203,66.36,637.65,10.41%,0.019427968,11.75,0.409565217,32.42
104,9/30/18,10/2/18,Upwork Inc,"Data Processing, Hosting, and Related Services",United States,UPWK,187.50,187.50,15.00,Common Shares,Yes,"Globespan Capital Partners
Undisclosed Firm
Benchmark Capital
FirstMark Capital LLC
Jackson Square Ventures I LP
New Enterprise Associates Inc
Stripes Group LLC
T. Rowe Price Threshold Partnerships",Citigroup,2,30000.10,NA,164.445,202.522,53.044,140.232,-4.123,-0.020358282,23.491,290.26,8.09%,0.006038439,12.05,0.4,21
105,12/31/18,3/28/19,Lyft Inc,Software Reproducing,United States,LYFT,2340.00,2340.00,72.00,Class A Shares,Yes,"Fontinalis Partners LLC
K9 Ventures LLC
Floodgate Fund LP
K9 Ventures LLC
Undisclosed Firm
Rakuten Inc
Undisclosed Firm
Mayfield Fund LLC
Floodgate Fund LP
Founders Fund, The
Founders Fund, The
Andreessen Horowitz LLC
Mayfield Fund LLC
Undisclosed Firm
Mayfield Fund LLC
Founders Fund, The
Undisclosed Firm
Andreessen Horowitz LLC
Alibaba Capital Partners
Rakuten Inc
Undisclosed Firm
Andreessen Horowitz LLC
Undisclosed Firm
Undisclosed Firm
Kingdom Holding Co
Undisclosed Firm
Rakuten Inc
Alibaba Capital Partners
Undisclosed Firm
Rakuten Inc
Undisclosed Firm
AllianceBernstein LP
Undisclosed Firm
KKR & Co Inc
Inmotion Ventures Ltd
Public Sector Pension Investment Board
CapitalG Management Company LLC
Undisclosed Firm
Ontario Teachers Pension Plan Board
AllianceBernstein LP
Undisclosed Firm
KKR & Co Inc
Henderson Global Investors Ltd
Undisclosed Firm
Undisclosed Firm",JP Morgan,2,4812199.80,NA,1059.881,2156.616,803.751,3134.327,-911.335,-0.422576388,0,3760.00,0.00%,0.004976314,14.43,0.087361125,78.290001
106,10/31/18,4/10/19,Pagerduty Inc,All Other Telecommunications,United States,PD,217.70,217.70,24.00,Common Shares,Yes,"Bessemer Venture Partners
Andreessen Horowitz LLC
Andreessen Horowitz LLC
Bessemer Venture Partners
Baseline Ventures LLC
Harrison Metal Capital
Accel Partners & Co Inc
Wellington Management Company LLP
Accel Partners & Co Inc
Undisclosed Firm
Baseline Ventures LLC
Baseline Ventures LLC
Undisclosed Firm
Andreessen Horowitz LLC
Ignition Ventures Management LLC
Bessemer Venture Partners
Andreessen Horowitz LLC
Webb Investment Network LLC
Ignition Ventures Management LLC
Harrison Metal Capital
Harrison Metal Capital
Bessemer Venture Partners
Baseline Ventures LLC
Andreessen Horowitz LLC",Morgan Stanley,3,171701.90,NA,56.607,83.993,47.351,107.504,-34.534,-0.41115331,0,182.16,0.00%,0.035375689,13.3,0.59375,38.25
107,1/31/19,4/17/19,Zoom Video Communications Inc,Software Publishers,United States,ZM,751.30,751.30,36.00,Class A Shares,Yes,"Glencoe Capital LLC
Undisclosed Firm
Undisclosed Firm
FirstMark Capital LLC
Andreessen Horowitz LLC
Undisclosed Firm
FirstMark Capital LLC
Fidelity Investment Funds II
Bessemer Venture Partners
Andreessen Horowitz LLC
Undisclosed Firm
SV Angel
Andreessen Horowitz LLC
Goldman Sachs & Co LLC
Fidelity Investment Funds II
SV Angel
Bessemer Venture Partners
Undisclosed Firm
Fidelity Investment Funds II
Andreessen Horowitz LLC
FirstMark Capital LLC
Bessemer Venture Partners
Undisclosed Firm
Bessemer Venture Partners
FirstMark Capital LLC
Andreessen Horowitz LLC
FirstMark Capital LLC
FirstMark Capital LLC
Andreessen Horowitz LLC
SV Angel
Undisclosed Firm
Fidelity Investment Funds II
Undisclosed Firm
Andreessen Horowitz LLC
Bessemer Venture Partners
Undisclosed Firm
Undisclosed Firm
Bessemer Venture Partners
Wellington Management Company LLP
FirstMark Capital LLC",Morgan Stanley,3,1368100.00,NA,151.478,330.517,185.821,263.349,7.584,0.02294587,0,354.60,0.00%,0.025218805,12.6,0.722222222,62
108,3/31/19,4/17/19,Pinterest Inc,Pvd online networking services,United States,PINS,1425.00,1425.00,19.00,Class A Shares,Yes,"Undisclosed Firm
Horizons Ventures Ltd
Qualcomm Ventures
Undisclosed Firm
Sequoia Capital Operations LLC
Emergence Capital Partners LLC
AME Cloud Ventures LLC
Undisclosed Firm
Qualcomm Ventures
Emergence Capital Partners LLC
Horizons Ventures Ltd
Qualcomm Ventures
Undisclosed Firm",Goldman Sachs,2,157465.80,NA,472.852,755.932,259.929,830.653,-62.974,-0.083306435,0,1152.73,0.00%,0.025218805,12.6,0.284210526,24.4
109,3/30/19,5/1/19,Beyond Meat Inc,Meat Markets,United States,BYND,240.60,240.60,25.00,Common Shares,Yes,"Obvious Ventures Management LLC
Union Grove Venture Partners 2014 LLC
Greatpoint Investment Management LLC
Union Grove Venture Partners 2014 LLC
Tyson New Ventures LLC
Cleveland Avenue LLC
Obvious Ventures Management LLC
Kleiner Perkins
Undisclosed Firm
Cleveland Avenue LLC
Kleiner Perkins
Kleiner Perkins
Undisclosed Firm
Kleiner Perkins
Undisclosed Firm
Undisclosed Firm
Morgan Creek Capital Management LLC
Undisclosed Firm
Undisclosed Firm
Kleiner Perkins
S2G Ventures LLC
Undisclosed Firm
Closed Loop Capital
Undisclosed Firm
Undisclosed Firm
Tyson New Ventures LLC
Undisclosed Firm
Cleveland Avenue LLC
Undisclosed Firm
Lauder Partners LLC",Goldman Sachs,2,162076.90,NA,32.581,87.934,34.461,45.563,-29.886,-0.339868538,30.388,133.75,22.72%,0.020921566,14.8,1.63,65.75
110,12/31/16,5/9/19,Uber Technologies Inc,Software Publishers,United States,UBER,8100.00,8100.00,45.00,Common Shares,Yes,"Lowercase Capital LLC
Bezos Expeditions
Benchmark Capital
First Round Capital
Goldman Sachs & Co LLC
First Round Capital
Goldman Sachs & Co LLC
Undisclosed Firm
Benchmark Capital
Undisclosed Firm
Undisclosed Firm
First Round Capital
Menlo Ventures
Bezos Expeditions
Benchmark Capital
GV Management Co LLC
Undisclosed Firm
Qatar Investment Authority
New Enterprise Associates Inc
Lone Pine Capital LLC
Undisclosed Firm
Undisclosed Firm
Tata Capital Ltd
Undisclosed Firm
Summit Partners LP
BlackRock Inc
Kleiner Perkins
Fidelity Investment Funds II
Wellington Management Company LLP
Sequoia Capital Operations LLC
Undisclosed Firm
SoftBank Group Corp
Newview Capital Management LLC
Lauder Partners LLC
Lowercase Capital LLC
First Round Capital
Undisclosed Firm
Foundation Capital LLC
Public Investment Fund
Undisclosed Firm
Founder Collective LP
GV Management Co LLC
TPG Capital Management LP
Menlo Ventures
Goldman Sachs & Co LLC
Undisclosed Firm
Undisclosed Firm
Letterone Holdings SA",Morgan Stanley,5,11362614.30,NA,7932,11270,3151,14303,997,0.088464951,6896,23988.00,28.75%,-0.002262344,19.1,-0.076222222,41.57
111,4/30/19,6/11/19,Crowdstrike Holdings Inc,Software Publishers,United States,CRWD,612.00,612.00,34.00,Class A Shares,Yes,"Warburg Pincus LLC
Undisclosed Firm
Undisclosed Firm
Warburg Pincus LLC
Warburg Pincus LLC
Undisclosed Firm
Warburg Pincus LLC
Accel Partners & Co Inc
Okapi Venture Capital LLC
CapitalG Management Company LLC
Undisclosed Firm
Warburg Pincus LLC
Accel Partners & Co Inc
Accel Partners & Co Inc
Warburg Pincus LLC
Undisclosed Firm
GV Management Co LLC
Warburg Pincus LLC
General Atlantic LLC
Accel Partners & Co Inc
Institutional Venture Partners
March Capital Partners GP LLC
CapitalG Management Company LLC
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
CapitalG Management Company LLC
Undisclosed Firm
March Capital Partners GP LLC",Goldman Sachs,3,648149.00,NA,118.752,249.824,172.682,299.45,-140.077,-0.560702735,0,433.22,0.00%,0.028626395,15.99,0.71,58.14
112,4/30/19,7/18/19,Medallia Inc,Software Publishers,United States,MDLA,325.50,325.50,21.00,Common Shares,Yes,"Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Undisclosed Firm",Bank of America,2,305332.00,NA,216.195,313.642,138.674,278.185,-82.234,-0.26219065,0,280.18,0.00%,0.021990401,13.53,0.764285667,37.049999
113,6/30/19,7/24/19,Health Catalyst Inc,Computer Systems Design Services,United States,HCAT,182.00,182.00,26.00,Common Shares,Yes,"Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Norwest Venture Partners
Norwest Venture Partners
Sequoia Capital Operations LLC
Sands Capital Management LLC
Norwest Venture Partners
Undisclosed Firm
Sequoia Capital Operations LLC
Sorenson Capital Partners LP
Kaiser Permanente Ventures LLC
Norwest Venture Partners
CHV Capital Inc
Sorenson Capital Partners LP
CHV Capital Inc
Kaiser Permanente Ventures LLC
Epic Ventures Inc
Sands Capital Management LLC
Sequoia Capital Operations LLC
Norwest Venture Partners
Kaiser Permanente Ventures LLC
Sorenson Capital Partners LP
CHV Capital Inc
Undisclosed Firm
Lehman Brothers Venture Partners LP
Leavitt Equity Partners LLC
OrbiMed Advisors LLC
Norwest Venture Partners
UPMC Enterprises
Kaiser Permanente Ventures LLC
Norwest Venture Partners
Sands Capital Management LLC
Epic Ventures Inc
Lehman Brothers Venture Partners LP
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Sequoia Capital Operations LLC
Kaiser Permanente Ventures LLC
CHV Capital Inc
Leavitt Equity Partners LLC
Undisclosed Firm
Leerink Capital Partners LLC
Undisclosed Firm",Goldman Sachs,2,325000.80,NA,73.081,112.574,44.123,112.817,-61.984,-0.550606712,47.263,144.21,32.77%,0.026563093,12.07,0.506538462,39.17
114,6/30/19,9/11/19,10X Genomics Inc,Analytical Laboratory Instrument Manufacturing,United States,TXG,390.00,390.00,39.00,Class A Shares,Yes,"Kleiner Perkins
Spark Capital LP
Clayton Dubilier & Rice LLC",JP Morgan,2,380000.00,NA,71.085,146.313,87.936,228.416,-112.485,-0.768797031,20.5,155.59,13.18%,0.042281365,14.61,0.352564103,52.75
115,6/30/19,9/11/19,SmileDirectClub Inc,Dental Equipment and Supplies Manufacturing,United States,SDC,1346.40,1346.40,23.00,Class A Shares,Yes,"Meritech Capital Partners
SoftBank Group Corp
Foresite Capital Management LLC
Undisclosed Firm
Meritech Capital Partners
Venrock Inc
Paladin Capital Management LLC
Venrock Inc
Undisclosed Firm
Wells Fargo Strategic Capital Inc
Foresite Capital Management LLC
Morgan Stanley Alternative Investment Partners LP
Undisclosed Firm
SoftBank Group Corp
Undisclosed Firm
Venrock Inc
Foresite Capital Management LLC
Paladin Capital Management LLC
Meritech Capital Partners
Wells Fargo Strategic Capital Inc
Paladin Capital Management LLC
Undisclosed Firm
SoftBank Group Corp",JP Morgan,5,195500.30,NA,154.954,423.234,213.08,133.704,-74.771,-0.176665863,202.711,542.52,37.36%,0.042281365,14.61,-0.275217391,16.67
116,6/30/19,9/12/19,Cloudflare Inc,Internet Service Providers,United States,NET,525.00,525.00,15.00,Class A Shares,Yes,"Venrock Inc
Undisclosed Firm
New Enterprise Associates Inc
New Enterprise Associates Inc
Qualcomm Ventures
Undisclosed Firm
CapitalG Management Company LLC
New Enterprise Associates Inc
Pelion Venture Partners
Venrock Inc
Union Square Ventures LLC
Greenspring Associates Inc
Undisclosed Firm
Undisclosed Firm
Venrock Inc
Venrock Inc
Union Square Ventures LLC
Pelion Venture Partners
Pelion Venture Partners
Greenspring Associates Inc
Franklin Templeton Investimentos Brasil Ltda
New Enterprise Associates Inc
Union Square Ventures LLC
Venrock Inc
Pelion Venture Partners
Greenspring Associates Inc
CapitalG Management Company LLC
Undisclosed Firm
Qualcomm Ventures
Undisclosed Firm
Undisclosed Firm",Goldman Sachs,2,332000.10,NA,134.915,192.674,94.394,234.036,-87.164,-0.452391085,0,286.86,0.00%,0.029875308,14.22,0.2,18
117,6/30/19,9/25/19,Peloton Interactive Inc,Sporting and Athletic Goods Manufacturing,United States,PTON,1160.00,1160.00,29.00,Class A Shares,Yes,"Wellington Management Company LLP
GGV Capital
Questmark Partners LP
True Ventures LLC
Undisclosed Firm
Tiger Global Management LLC
Balyasny Asset Management LP
Fidelity Investment Funds II
Kleiner Perkins
Undisclosed Firm
True Ventures LLC
Tiger Global Management LLC
Tiger Global Management LLC
Technology Crossover Ventures LP
Tiger Global Management LLC
True Ventures LLC
Wellington Management Company LLP
Undisclosed Firm
Undisclosed Firm
Kleiner Perkins
Balyasny Asset Management LP
Felix Capital Partners LLP
Winslow Capital Management LLC
GGV Capital
Catterton Partners Corp
True Ventures LLC",Goldman Sachs,1,972989.00,NA,435,915,324,585.8,-195.6,-0.213770492,0,864.50,0.00%,0.03340276,15.96,-0.111724138,25.76
118,12/31/18,2/5/20,Casper Sleep Inc,Mattress Manufacturing,United States,CSPR,100.20,100.20,12.00,Common Shares,Yes,"Undisclosed Firm
Lerer Ventures LP
SV Angel
Queensbridge Venture Partners LLC
Institutional Venture Partners
Undisclosed Firm
Lerer Ventures LP
Irving Capital Corp
Undisclosed Firm
Undisclosed Firm
Institutional Venture Partners
Norwest Venture Partners
Undisclosed Firm
Undisclosed Firm
New Enterprise Associates Inc
Undisclosed Firm
Norwest Venture Partners
Norwest Venture Partners
Lerer Ventures LP
Norwest Venture Partners
Vaizra Investments
Correlation Ventures LP
Undisclosed Firm
New Enterprise Associates Inc
Pritzker Group Venture Capital
New Enterprise Associates Inc
Norwest Venture Partners
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Vaizra Investments
New Enterprise Associates Inc
SV Angel
Norwest Venture Partners
Crosslink Capital Inc
Lerer Ventures LP
Silas Capital LLC
Bullish
Undisclosed Firm
Slow Ventures LLC
Undisclosed Firm
Vaizra Investments
Queensbridge Venture Partners LLC
Correlation Ventures LP
Cendana Capital GP LLC
Slow Ventures LLC
Correlation Ventures LP",Morgan Stanley,2,348263.50,NA,259.687,312.319,113.994,220.12,-67.399,-0.215801792,25,192.51,12.99%,0.01674695,16.049999,0.125,13.5
